CODGEO;NBMENFISC20;NBPERSMENFISC20;MED20;PIMP20;TP6020;TP60AGE120;TP60AGE220;TP60AGE320;TP60AGE420;TP60AGE520;TP60AGE620;TP60TOL120;TP60TOL220;PACT20;PTSA20;PCHO20;PBEN20;PPEN20;PPAT20;PPSOC20;PPFAM20;PPMINI20;PPLOGT20;PIMPOT20;D120;D920;RD20
34298;2443;5762;21870;46,0;14,0;s;s;16,0;s;s;s;9,0;28,0;59,9;50,7;3,4;5,8;37,6;10,9;5,9;2,3;2,5;1,1;-14,3;12100;35070;2,9
34299;3988;8406;20740;43,0;17,0;s;25,0;21,0;18,0;10,0;s;10,0;29,0;52,3;43,3;3,9;5,1;44,1;10,3;7,0;2,0;3,4;1,6;-13,7;11500;35000;3,0
34300;2265;5392;20600;40,0;16,0;s;19,0;17,0;s;s;s;10,0;29,0;69,1;59,0;3,6;6,5;29,8;6,9;7,7;2,9;3,4;1,4;-13,5;11720;33200;2,8
34301;23025;43230;19310;41,0;23,0;32,0;33,0;31,0;26,0;17,0;14,0;9,0;35,0;51,5;41,7;4,0;5,8;42,9;11,1;9,0;1,9;5,0;2,1;-14,5;10130;35620;3,5
34302;324;655;19120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34303;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34304;403;894;20850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34305;63;111;19170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34306;103;194;17650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34307;1131;2855;27510;63,0;s;s;s;s;s;s;s;s;s;78,0;69,3;3,2;5,5;26,9;9,6;3,2;1,4;1,3;0,5;-17,7;15530;45030;2,9
34308;208;448;21550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34309;1877;4682;28870;68,0;5,0;s;s;s;s;s;s;s;s;71,5;62,0;2,3;7,2;33,9;12,9;2,5;1,1;1,0;0,4;-20,8;16160;48560;3,0
34310;1311;3040;21890;45,0;15,0;s;s;s;s;s;s;s;31,0;67,5;56,3;3,9;7,3;30,8;9,0;6,3;2,3;2,8;1,2;-13,6;11840;35870;3,0
34311;789;1880;22350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34312;617;1387;20630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34313;296;706;20320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34314;241;639;25310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34315;170;428;22480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34316;97;240;23450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34317;92;203;18360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34318;285;730;22050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34319;73;161;18050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34320;981;2639;26070;64,0;s;s;s;s;s;s;s;s;s;76,2;68,2;2,8;5,2;27,0;10,7;3,6;1,9;1,2;0,5;-17,5;15720;41860;2,7
34321;803;1988;24340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34322;324;789;27090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34323;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34324;2962;4985;20340;42,0;19,0;s;s;s;30,0;12,0;s;10,0;30,0;36,8;28,5;4,0;4,3;57,8;12,6;6,1;1,0;3,5;1,6;-13,3;10940;33510;3,1
34325;748;1711;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34326;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34327;2925;6907;24330;56,0;9,0;s;s;s;s;s;s;5,0;18,0;79,0;69,9;3,2;5,9;23,9;9,0;4,9;1,8;2,2;0,9;-16,8;13830;40140;2,9
34328;470;1161;22230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34329;1192;2722;21600;48,0;14,0;s;s;s;s;s;s;s;25,0;66,3;55,0;4,0;7,3;33,8;9,5;5,4;1,9;2,5;1,0;-15,0;11840;35010;3,0
34331;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34332;2848;5870;19500;39,0;23,0;s;29,0;32,0;26,0;15,0;s;14,0;35,0;51,4;41,9;5,0;4,5;42,6;10,9;8,0;2,2;4,0;1,8;-12,9;9980;32950;3,3
34333;1612;3357;22310;54,0;11,0;s;s;s;s;s;s;s;s;72,7;63,2;4,2;5,3;27,2;9,4;5,2;1,6;2,6;1,0;-14,5;13080;36410;2,8
34334;120;220;16450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34335;195;430;20910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34336;1981;4183;19880;43,0;19,0;s;s;s;s;s;s;11,0;33,0;58,5;48,7;4,4;5,4;35,1;12,9;7,6;2,0;4,0;1,6;-14,1;10930;33800;3,1
34337;3904;9012;23140;53,0;12,0;s;s;13,0;14,0;s;s;6,0;26,0;72,4;63,2;3,9;5,3;28,4;9,6;5,6;2,0;2,6;1,0;-16,0;12630;38990;3,1
34338;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34339;86;195;19740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34340;598;1593;25430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34341;1534;3954;21850;46,0;12,0;s;s;s;s;s;s;9,0;24,0;77,6;67,0;4,0;6,6;23,3;7,4;5,7;2,2;2,5;1,0;-14,0;12290;34920;2,8
34342;90;215;24720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34343;503;1194;23400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
34344;6414;10229;22880;51,0;15,0;s;s;21,0;19,0;12,0;s;9,0;23,0;49,0;41,3;3,6;4,1;49,7;14,9;4,7;0,7;2,9;1,1;-18,3;11670;43840;3,8
35001;2879;6984;25250;60,0;6,0;s;s;s;s;s;s;s;18,0;79,9;74,0;2,5;3,4;24,5;7,5;4,5;1,8;1,9;0,8;-16,4;15070;41730;2,8
35002;663;1812;23800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35003;347;993;22420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35004;1704;3736;20420;39,0;13,0;s;s;s;s;s;s;9,0;26,0;62,9;53,3;3,1;6,5;34,7;7,8;6,5;2,4;2,9;1,2;-11,9;12430;31710;2,6
35005;107;279;19890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35006;1862;4648;22510;47,0;6,0;s;s;s;s;s;s;s;s;75,5;67,7;2,7;5,1;23,9;9,7;5,0;2,5;1,7;0,8;-14,1;14890;35860;2,4
35007;161;467;23140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35008;226;609;21150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35009;706;1633;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35010;655;1676;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35012;3165;7510;22060;47,0;10,0;s;s;11,0;s;s;s;5,0;24,0;73,9;65,8;2,7;5,4;25,6;7,3;6,7;2,7;2,8;1,2;-13,5;13470;33950;2,5
35013;1544;3701;22510;48,0;11,0;s;s;s;s;s;s;7,0;s;67,0;60,2;3,0;3,8;31,8;9,8;5,1;2,3;2,0;0,8;-13,7;13150;35440;2,7
35014;952;2419;21260;40,0;s;s;s;s;s;s;s;s;s;78,7;71,3;2,9;4,5;20,5;6,8;5,9;3,3;1,8;0,8;-11,9;14250;31460;2,2
35015;866;2200;21690;50,0;s;s;s;s;s;s;s;s;s;77,5;67,7;3,1;6,7;22,7;8,1;4,9;2,6;1,6;0,7;-13,2;15070;33090;2,2
35016;856;2228;22450;48,0;s;s;s;s;s;s;s;s;s;79,6;72,4;3,5;3,7;21,8;6,9;4,8;2,8;1,4;0,6;-13,1;14910;34270;2,3
35017;251;652;22010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35018;453;1114;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35019;803;1723;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35021;538;1332;21830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35022;319;669;20320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35023;1817;4635;24020;54,0;5,0;s;s;s;s;s;s;s;s;81,2;74,0;2,7;4,5;21,0;7,4;4,3;2,3;1,4;0,6;-13,9;15500;36040;2,3
35024;5274;12386;26140;62,0;7,0;s;10,0;8,0;s;s;s;s;19,0;79,2;72,1;2,8;4,3;25,8;8,2;4,4;1,7;1,9;0,8;-17,6;15130;42840;2,8
35025;429;1068;21490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35026;46;110;21160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35027;691;1765;21680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35028;278;711;22250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35029;650;1553;20040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35030;272;708;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35031;1733;4452;23470;54,0;7,0;s;s;s;s;s;s;s;s;81,3;74,6;2,8;3,9;21,4;7,1;4,7;2,4;1,7;0,6;-14,5;14720;35290;2,4
35032;1762;4689;23870;56,0;6,0;s;s;s;s;s;s;s;s;87,6;81,2;2,9;3,5;16,7;4,9;5,5;2,8;1,9;0,8;-14,7;15300;35800;2,3
35033;1269;3298;23840;53,0;6,0;s;s;s;s;s;s;s;s;84,3;78,0;2,6;3,7;19,5;5,8;4,7;2,7;1,3;0,7;-14,3;15240;35800;2,3
35034;516;1236;20160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35035;225;594;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35037;2593;6510;23500;53,0;6,0;s;s;s;s;s;s;s;19,0;82,0;75,6;2,7;3,7;20,3;7,5;4,7;2,3;1,7;0,7;-14,5;15060;35750;2,4
35038;267;672;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35039;803;2138;24150;56,0;s;s;s;s;s;s;s;s;s;84,2;78,4;2,1;3,7;20,0;6,8;4,7;2,4;1,6;0,7;-15,7;15470;37920;2,5
35040;1534;3750;22760;55,0;8,0;s;s;s;s;s;s;s;28,0;75,1;70,3;2,4;2,4;27,3;6,1;5,1;2,3;2,0;0,8;-13,6;14390;34300;2,4
35041;375;1029;22580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35042;265;689;21340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35044;151;371;18850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35045;383;885;20290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35046;221;518;20370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35047;7754;17601;24710;57,0;9,0;24,0;15,0;8,0;7,0;s;s;5,0;21,0;79,9;73,5;3,0;3,4;24,3;8,1;5,4;1,9;2,3;1,2;-17,7;13750;41040;3,0
35049;2799;5555;24270;54,0;9,0;s;s;s;s;s;s;s;20,0;53,2;44,6;3,1;5,5;46,5;13,5;3,4;1,1;1,6;0,7;-16,6;13790;41570;3,0
35050;216;579;22810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35051;7783;16815;28630;65,0;6,0;19,0;s;s;6,0;s;s;s;15,0;75,6;68,2;2,2;5,2;30,2;10,9;3,5;1,0;1,6;0,9;-20,2;15570;49880;3,2
35052;197;536;22810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35054;684;1924;22800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35055;4926;10326;24000;59,0;11,0;s;18,0;13,0;10,0;s;s;5,0;22,0;76,7;69,9;3,2;3,6;27,1;6,8;5,9;1,8;2,7;1,4;-16,5;12910;40130;3,1
35056;318;857;21620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35057;571;1427;21170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35058;470;1317;22890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35059;1865;4652;25320;60,0;9,0;s;s;s;s;s;s;s;23,0;79,8;72,1;2,9;4,8;24,5;7,9;4,7;2,0;1,9;0,8;-16,9;14060;40750;2,9
35060;358;1009;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35061;273;746;21020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35062;595;1443;20860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35063;171;450;21390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35064;502;1058;19630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35065;927;2337;23200;50,0;s;s;s;s;s;s;s;s;s;69,9;64,2;2,7;3,0;30,5;6,6;6,2;2,5;2,6;1,1;-13,2;14100;34330;2,4
35066;3852;8245;23410;57,0;12,0;24,0;19,0;12,0;s;s;s;s;25,0;71,1;65,7;2,8;2,6;31,0;6,7;6,4;1,9;3,0;1,5;-15,2;12700;38690;3,0
35067;592;1682;24490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35068;3022;7638;23850;56,0;6,0;s;s;s;s;s;s;s;16,0;85,8;79,7;2,8;3,3;17,8;6,3;4,9;2,5;1,6;0,8;-14,8;15190;36060;2,4
35069;4145;10842;25940;62,0;5,0;s;s;s;s;s;s;s;13,0;86,4;79,9;2,3;4,2;19,4;7,0;3,9;2,0;1,3;0,6;-16,7;16450;40520;2,5
35070;645;1544;21180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35071;169;434;21920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35072;710;1777;20980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35075;340;842;20630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35076;1807;4332;23920;57,0;8,0;s;s;s;s;s;s;s;22,0;74,7;69,8;2,8;2,1;28,2;6,8;5,1;2,2;2,0;0,9;-14,8;14300;35790;2,5
35077;132;349;19920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35078;502;1020;21630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35079;904;2377;25780;59,0;s;s;s;s;s;s;s;s;s;82,7;76,1;2,9;3,7;21,4;7,4;4,3;2,1;1,5;0,7;-15,8;15580;39300;2,5
35080;911;2551;23610;57,0;s;s;s;s;s;s;s;s;s;84,7;78,5;2,8;3,4;19,0;5,5;5,5;2,8;1,8;0,9;-14,7;15480;35260;2,3
35081;345;972;23810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35082;549;1458;21090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35084;278;654;19940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35085;2708;5987;21810;43,0;11,0;s;s;s;s;s;s;6,0;23,0;66,4;58,7;2,8;4,9;32,3;9,0;5,7;2,3;2,3;1,1;-13,4;13140;35600;2,7
35086;217;594;21350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35087;356;980;22610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35088;1377;3419;22890;52,0;10,0;s;s;s;s;s;s;s;25,0;78,7;72,1;2,8;3,8;22,8;7,2;5,7;2,5;2,3;0,9;-14,4;13340;35410;2,7
35089;196;440;22860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35090;1029;2813;23310;53,0;s;s;s;s;s;s;s;s;s;84,5;78,4;2,6;3,5;18,8;6,5;4,6;2,6;1,4;0,6;-14,4;15520;35030;2,3
35091;217;620;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35092;359;863;20760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35093;5757;10208;25220;55,0;11,0;s;s;18,0;14,0;7,0;s;5,0;22,0;48,1;38,4;2,5;7,2;52,6;14,9;3,6;0,7;2,1;0,8;-19,2;13040;47840;3,7
35094;697;1722;20870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35095;2685;5429;20790;40,0;14,0;s;s;s;s;s;s;s;27,0;61,6;52,8;3,0;5,8;34,0;9,6;8,2;2,3;4,2;1,7;-13,4;12340;34230;2,8
35096;987;2508;22670;51,0;s;s;s;s;s;s;s;s;s;85,7;74,2;3,0;8,5;16,8;7,3;4,4;2,5;1,3;0,6;-14,2;15220;34920;2,3
35097;718;1959;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35098;568;1431;21770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35099;1416;3743;25770;64,0;s;s;s;s;s;s;s;s;s;89,8;84,3;2,3;3,2;16,7;5,6;4,0;2,2;1,3;0,5;-16,1;15840;37810;2,4
35101;447;1197;21920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35102;199;509;20440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35103;164;397;20030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35104;608;1407;21590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35105;675;1765;22890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35106;634;1575;20650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35107;744;2026;24010;54,0;s;s;s;s;s;s;s;s;s;85,5;78,0;2,8;4,7;17,1;7,8;4,8;2,5;1,6;0,7;-15,2;15090;36550;2,4
35108;404;1065;22740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35109;974;2569;23360;53,0;s;s;s;s;s;s;s;s;s;81,4;73,7;2,8;4,9;19,2;8,9;4,7;2,6;1,4;0,7;-14,2;15060;37060;2,5
35110;398;1010;21320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35111;299;698;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35112;387;993;21690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35114;117;263;20070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35115;10242;19389;19940;39,0;17,0;24,0;25,0;23,0;15,0;11,0;8,0;5,0;30,0;62,0;55,3;3,3;3,4;34,5;7,5;8,9;2,1;4,8;2,0;-12,9;11190;33280;3,0
35116;1066;2597;20630;42,0;10,0;s;s;s;s;s;s;s;s;69,4;60,0;4,0;5,4;29,2;6,7;5,9;3,0;2,1;0,8;-11,2;13740;30230;2,2
35117;687;1632;19850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35118;579;1555;23090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35119;339;913;21360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35120;2313;5937;24350;55,0;7,0;s;s;s;s;s;s;s;18,0;87,3;80,9;2,5;3,9;17,1;5,9;5,0;2,4;1,8;0,8;-15,3;14690;37290;2,5
35121;792;2127;23530;54,0;s;s;s;s;s;s;s;s;s;85,4;77,4;2,9;5,1;18,7;6,1;4,3;2,4;1,3;0,6;-14,5;15580;36170;2,3
35122;772;2013;22630;51,0;s;s;s;s;s;s;s;s;s;81,5;75,3;2,9;3,3;20,9;5,9;4,9;2,4;1,8;0,7;-13,2;15290;34520;2,3
35123;1700;4326;23850;53,0;6,0;s;s;s;s;s;s;s;s;80,7;74,4;2,6;3,7;21,5;8,3;4,4;2,1;1,7;0,6;-14,9;15090;36890;2,4
35124;1007;2428;20990;43,0;12,0;s;s;s;s;s;s;s;s;73,8;66,2;3,0;4,6;24,3;6,7;7,1;3,1;2,8;1,2;-11,9;13010;32120;2,5
35125;1932;4053;20520;38,0;12,0;s;s;s;s;s;s;s;29,0;59,6;51,6;2,3;5,7;36,6;10,9;5,7;2,1;2,4;1,2;-12,8;12700;32860;2,6
35126;3614;9025;24230;55,0;6,0;s;s;8,0;s;s;s;s;20,0;80,3;74,0;3,0;3,3;23,0;7,2;4,7;2,2;1,7;0,8;-15,2;15100;36770;2,4
35127;1580;4100;22340;51,0;5,0;s;s;s;s;s;s;s;s;83,4;76,9;3,4;3,1;18,8;5,5;5,3;2,9;1,7;0,7;-13,0;15440;33370;2,2
35128;674;1731;21540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35130;931;2236;23910;52,0;s;s;s;s;s;s;s;s;s;81,5;73,8;3,0;4,7;20,7;7,4;5,2;2,3;2,0;0,9;-14,8;14950;38870;2,6
35131;2005;4679;23280;55,0;10,0;s;s;s;s;s;s;s;26,0;73,1;67,5;3,0;2,6;28,3;6,6;6,0;2,4;2,5;1,1;-14,0;13300;35040;2,6
35132;618;1405;21730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35133;1789;4651;22350;47,0;6,0;s;s;s;s;s;s;s;s;79,2;69,4;2,6;7,2;21,5;6,6;5,8;2,9;2,1;0,8;-13,1;14910;33300;2,2
35134;106;285;23290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35135;877;2317;22080;45,0;s;s;s;s;s;s;s;s;s;78,2;71,5;2,8;3,9;21,5;7,3;5,2;3,2;1,4;0,6;-12,2;15450;32790;2,1
35136;3536;8455;22560;47,0;7,0;s;s;s;s;s;s;5,0;16,0;74,8;68,1;2,5;4,2;25,6;8,0;5,5;2,4;2,2;0,9;-13,9;14500;35050;2,4
35137;843;2255;22690;50,0;s;s;s;s;s;s;s;s;s;77,6;71,7;2,2;3,7;24,2;6,8;4,4;2,5;1,3;0,6;-13,0;15390;33720;2,2
35138;449;1141;22740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35139;2045;5250;26180;62,0;5,0;s;s;s;s;s;s;s;s;82,1;75,9;2,4;3,8;23,5;7,2;3,8;1,8;1,4;0,6;-16,6;15970;40480;2,5
35140;235;545;20130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35141;234;697;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35142;506;1231;21120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35143;354;934;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35144;409;1115;22280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35145;669;1361;19170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35146;225;572;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35148;51;135;18740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35149;633;1804;23790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35150;1433;3494;23560;54,0;6,0;s;s;s;s;s;s;s;s;66,7;59,8;1,8;5,1;35,5;9,8;3,4;1,8;1,1;0,5;-15,4;15430;37850;2,5
35151;331;776;21260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35152;3494;8582;25060;58,0;6,0;s;s;s;s;s;s;s;17,0;80,7;74,9;2,5;3,3;23,3;7,3;4,5;2,2;1,6;0,7;-15,8;15450;38360;2,5
35153;143;375;20280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35154;625;1664;22730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35155;291;679;21710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35156;221;590;22550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35157;250;623;19830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35159;131;323;21770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35160;112;236;20470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
35161;729;1911;21870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
