CODGEO;NBMENFISC20;NBPERSMENFISC20;MED20;PIMP20;TP6020;TP60AGE120;TP60AGE220;TP60AGE320;TP60AGE420;TP60AGE520;TP60AGE620;TP60TOL120;TP60TOL220;PACT20;PTSA20;PCHO20;PBEN20;PPEN20;PPAT20;PPSOC20;PPFAM20;PPMINI20;PPLOGT20;PIMPOT20;D120;D920;RD20
01243;509;1292;26300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01244;3427;8113;23970;53,0;9,0;s;s;s;s;s;s;s;18,0;79,3;73,4;2,9;3,0;23,2;6,6;6,0;2,5;2,4;1,1;-15,1;13680;39680;2,9
01245;386;891;24350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01246;898;2137;23060;48,0;s;s;s;s;s;s;s;s;s;69,1;61,4;3,3;4,4;30,3;9,5;5,2;2,4;2,0;0,8;-14,1;13900;36070;2,6
01247;138;307;31340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01248;870;2284;28350;72,0;s;s;s;s;s;s;s;s;s;82,5;76,1;2,4;4,0;21,2;11,9;2,8;1,3;1,0;0,5;-18,4;16830;46040;2,7
01249;4068;9546;25630;62,0;9,0;s;11,0;9,0;s;s;s;5,0;18,0;79,1;73,0;2,6;3,5;23,0;10,8;4,3;1,9;1,6;0,8;-17,2;13900;43060;3,1
01250;719;1963;26020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01252;316;850;25040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01254;844;2199;26820;67,0;s;s;s;s;s;s;s;s;s;77,6;69,5;2,6;5,5;26,3;11,4;3,5;1,8;1,2;0,5;-18,8;16610;45260;2,7
01255;267;606;21790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01257;147;353;28690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01258;472;1220;26250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01259;263;702;24430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01260;116;333;26460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01261;251;679;27470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01262;2975;6939;22820;54,0;13,0;s;17,0;15,0;s;s;s;s;26,0;79,1;71,7;3,7;3,7;23,4;7,0;6,1;2,4;2,5;1,2;-15,6;12440;38790;3,1
01263;1626;3871;24910;57,0;s;s;s;s;s;s;s;s;s;73,1;67,3;2,8;3,0;28,5;10,5;4,0;2,0;1,3;0,7;-16,1;15390;40080;2,6
01264;402;984;23630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01265;1535;3515;20160;44,0;16,0;s;s;s;s;s;s;s;27,0;71,9;66,0;4,2;1,7;26,4;7,0;7,5;2,9;3,1;1,5;-12,8;11780;34310;2,9
01266;1236;2466;22060;47,0;10,0;s;s;s;s;s;s;s;s;64,1;57,8;3,0;3,3;35,9;7,2;5,8;1,7;2,9;1,2;-13,0;13120;33560;2,6
01267;405;994;24440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01268;106;262;23840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01269;1436;3177;17640;41,0;28,0;s;33,0;34,0;s;s;s;s;37,0;66,5;57,9;5,0;3,6;24,2;13,9;8,6;3,0;3,6;2,0;-13,2;9090;31960;3,5
01272;659;1479;22700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01273;714;1728;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01274;241;634;20530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01275;1014;2547;30020;71,0;s;s;s;s;s;s;s;s;s;80,8;72,7;2,8;5,3;22,8;18,6;2,2;1,0;0,8;0,4;-24,4;16540;58080;3,5
01276;557;1574;26630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01277;62;124;23280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01279;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01280;76;154;23640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01281;1635;4048;35900;48,0;15,0;s;s;s;24,0;s;s;10,0;23,0;90,5;85,6;3,4;1,5;17,5;7,3;1,9;0,6;0,9;0,4;-17,2;9000;81020;9,0
01282;101;250;24460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01283;9235;22233;17830;39,0;27,0;29,0;30,0;34,0;27,0;21,0;13,0;9,0;38,0;66,6;59,5;4,7;2,4;28,4;7,9;10,0;3,9;4,0;2,1;-12,9;10140;31380;3,1
01284;285;729;22460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01285;489;1336;27830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01286;417;1002;26330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01288;991;2431;39070;51,0;s;s;s;s;s;s;s;s;s;92,7;87,6;2,8;2,3;15,5;6,6;1,1;0,4;0,5;0,2;-15,9;16590;75830;4,6
01289;2735;6061;23570;55,0;8,0;s;s;s;s;s;s;s;18,0;63,6;58,4;2,2;3,0;37,7;9,0;4,9;1,9;2,1;0,9;-15,2;13930;38960;2,8
01290;581;1382;27110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01291;346;847;23660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01293;64;152;25900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01294;360;880;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01295;231;649;24010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01296;164;386;23950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01297;340;960;27300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01298;57;140;30150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01299;201;509;25120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01301;1128;2598;24380;58,0;s;s;s;s;s;s;s;s;s;68,4;60,9;2,2;5,3;32,2;11,4;3,6;1,7;1,3;0,6;-15,6;16290;38020;2,3
01302;77;166;25610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01303;782;1682;21710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01304;1195;2820;22190;48,0;13,0;s;s;s;s;s;s;s;30,0;77,0;68,3;3,1;5,6;23,9;6,9;5,9;2,8;2,1;1,0;-13,7;12460;34250;2,7
01305;1084;2056;20060;42,0;15,0;s;s;s;s;s;s;s;23,0;61,1;54,4;3,4;3,3;34,7;9,3;7,7;2,1;3,8;1,8;-12,8;12060;33510;2,8
01306;704;1327;21100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01307;378;864;22090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01308;291;690;39040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01309;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01310;51;118;23710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01311;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01313;3100;7718;40680;48,0;13,0;s;s;12,0;18,0;s;s;10,0;17,0;93,1;88,1;3,1;1,9;15,3;7,7;1,2;0,4;0,5;0,3;-17,3;11080;95830;8,7
01314;739;1781;23900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01317;137;339;22800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01318;256;780;27450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01319;182;468;25040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01320;1613;3951;24130;56,0;6,0;s;s;s;s;s;s;s;s;72,5;66,5;2,6;3,4;28,2;10,5;3,9;2,0;1,3;0,6;-15,1;15020;37250;2,5
01321;336;886;26570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01322;1885;5070;27960;68,0;5,0;s;s;s;s;s;s;s;s;81,9;73,7;3,2;5,0;22,3;12,3;3,2;1,7;1,0;0,5;-19,7;16760;47520;2,8
01323;413;985;22680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01325;422;1123;25830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01328;205;512;24360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01329;77;143;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01330;80;166;22700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01331;77;170;23580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01332;312;806;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01333;1434;3385;26050;62,0;s;s;s;s;s;s;s;s;s;73,5;68,0;2,7;2,8;30,5;8,2;3,4;1,7;1,2;0,5;-15,6;15990;39400;2,5
01334;250;669;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01335;134;394;24370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01336;482;1151;23550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01337;538;1328;22680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01338;525;1274;22130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01339;585;1524;30630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01342;193;554;27970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01343;726;1872;23000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01344;2614;6024;24960;61,0;8,0;s;s;s;s;s;s;s;18,0;65,3;59,0;2,3;4,0;37,1;9,8;4,1;1,8;1,6;0,7;-16,3;14590;40570;2,8
01345;976;2244;22670;53,0;s;s;s;s;s;s;s;s;s;68,7;64,4;2,5;1,8;32,0;8,2;4,8;2,1;1,9;0,8;-13,7;14120;35180;2,5
01346;350;861;22760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01347;816;2180;27160;64,0;s;s;s;s;s;s;s;s;s;79,4;70,8;2,5;6,1;24,1;11,5;2,9;1,6;0,9;0,4;-17,9;16370;45960;2,8
01348;1217;2863;23020;48,0;9,0;s;s;s;s;s;s;s;s;71,2;63,6;2,8;4,8;29,4;8,0;4,8;2,3;1,7;0,8;-13,4;13900;34750;2,5
01349;213;571;26070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01350;1108;2526;23860;54,0;s;s;s;s;s;s;s;s;s;68,9;62,2;2,4;4,3;32,1;8,8;4,4;1,9;1,7;0,8;-14,2;14810;36930;2,5
01351;614;1661;22740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01352;230;547;21350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01353;635;1731;26670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01354;4494;10985;30150;39,0;17,0;s;16,0;19,0;17,0;s;s;10,0;24,0;91,6;86,5;3,0;2,1;16,3;5,5;2,5;1,0;0,9;0,6;-15,9;9340;74870;8,0
01355;209;521;22910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01356;84;210;24080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01357;194;455;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01358;182;433;23770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01359;99;256;25760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01360;707;1764;39050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01361;719;1841;27560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01362;299;851;27460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01363;792;1790;23970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01364;329;727;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01365;452;1111;23590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01366;416;1111;24540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01367;309;633;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01368;315;829;22850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01369;379;942;26340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01370;922;1547;19270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01371;478;1249;25060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01372;184;434;24820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01373;443;1045;24310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01374;799;1919;25360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01375;321;813;24350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01376;1685;4011;23150;55,0;11,0;s;s;s;s;s;s;s;23,0;76,6;70,8;3,5;2,3;25,3;7,5;5,8;2,5;2,3;1,0;-15,2;13120;37490;2,9
01378;1093;2808;26920;66,0;s;s;s;s;s;s;s;s;s;82,9;75,1;2,9;4,9;22,0;9,5;2,8;1,6;0,8;0,4;-17,2;17590;41870;2,4
01379;318;799;23190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01380;276;573;22120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01381;337;868;23670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01382;114;282;26110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01383;609;1479;22760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01384;971;2075;19670;39,0;21,0;s;s;s;s;s;s;s;34,0;68,3;60,1;4,2;4,0;28,3;5,5;9,5;3,2;4,4;1,9;-11,6;10490;31820;3,0
01385;396;918;26340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01386;491;1150;25850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01387;88;253;23220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01388;469;970;20620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01389;795;1818;23690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01390;491;1200;23860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01391;149;322;23080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01392;263;672;25700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01393;209;557;24110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01396;447;950;20910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01397;367;935;39410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01398;553;1447;25580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01399;783;2010;41380;57,0;s;s;s;s;s;s;s;s;s;91,1;86,1;3,0;2,0;18,8;7,1;1,0;0,3;0,5;0,2;-18,0;13830;85300;6,2
01400;60;126;22250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01401;756;1925;41060;47,0;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01402;296;693;22150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01403;566;1304;21850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01404;73;136;23150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01405;496;1218;22200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01406;77;172;21910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01407;414;880;23070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01408;274;648;23160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01410;130;320;26250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01411;128;275;22480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01412;227;581;23860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01415;210;454;23550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01416;434;913;19690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01418;395;1143;29390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01419;2307;5636;37000;48,0;13,0;s;s;15,0;16,0;s;s;10,0;20,0;86,7;81,8;3,0;1,9;20,2;8,3;1,3;0,4;0,6;0,3;-16,5;10930;81790;7,5
01420;806;1508;19300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01421;321;712;22120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01422;577;1358;25000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01423;421;1206;26820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01424;669;1773;29750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01425;122;292;24690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01426;1062;2525;23360;56,0;s;s;s;s;s;s;s;s;s;72,9;65,4;2,8;4,7;28,7;8,7;4,3;2,0;1,6;0,7;-14,6;14720;37580;2,6
01427;2988;6979;22820;54,0;11,0;s;s;s;s;s;s;s;19,0;79,2;71,8;3,5;3,9;23,1;7,5;6,0;2,6;2,3;1,1;-15,8;13000;38170;2,9
01428;45;125;25070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01429;278;712;23580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01430;266;607;22720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01431;546;1243;23880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01432;146;331;22530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01433;101;267;20220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01434;183;526;25090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01435;773;2001;37620;55,0;11,0;s;s;s;s;s;s;s;s;90,3;86,7;2,5;1,1;19,4;6,2;1,4;0,5;0,6;0,3;-17,3;12430;79920;6,4
01436;197;455;39640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01437;90;214;21030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01439;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01441;278;724;22500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01443;2128;4780;23880;53,0;7,0;s;s;s;s;s;s;s;16,0;73,7;67,9;2,9;2,9;28,6;7,3;4,6;2,0;1,7;0,9;-14,2;14450;37310;2,6
01444;535;1228;22040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01445;247;636;23250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01446;596;1657;25610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01447;534;1249;22220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01448;147;347;30760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01449;294;792;25080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01450;1491;3868;25820;62,0;s;s;s;s;s;s;s;s;s;82,6;74,2;2,7;5,7;23,6;7,0;3,5;1,9;1,1;0,5;-16,7;16150;42480;2,6
01451;2739;6599;24660;59,0;8,0;s;s;s;s;s;s;s;19,0;69,8;63,7;2,3;3,8;31,3;9,8;4,5;2,1;1,6;0,8;-15,4;14180;38710;2,7
01452;485;1020;20230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01453;317;669;22540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01454;437;1114;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01456;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01457;1314;3038;21320;43,0;13,0;s;s;s;s;s;s;s;26,0;62,2;55,7;3,1;3,4;35,4;9,9;5,5;2,7;1,7;1,1;-13,0;12530;34330;2,7
02001;196;501;20600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02002;238;598;21150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02003;419;1018;22450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02004;81;182;18660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02005;153;407;23590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02006;112;258;22140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02007;44;110;21650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02008;118;312;20900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02009;194;526;22020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02010;64;161;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02011;490;1216;23420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02012;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02013;152;372;22590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02014;291;726;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02015;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02016;80;214;20340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02017;116;290;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02018;1097;2489;20110;41,0;15,0;s;s;s;s;s;s;s;s;61,2;53,9;3,1;4,2;36,4;7,2;7,5;2,9;3,1;1,5;-12,3;12070;33070;2,7
02019;157;365;20150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02020;188;465;19350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02021;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02022;175;425;22340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02023;47;107;21990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02024;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02025;131;344;23220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
02027;92;203;19980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
